query,category
"ragrances exclusively created for parties and daily routine to keep you smelling good. It prevent body odour caused by the bacterial breakdown of perspiration in armpits, and other areas of the body. Set wet sporty avatar perfume spray: You are confidence personified. You always have a spring in your step and a smile on your face. No matter what the challenge is, you are always game. What's more, you strike a perfect balance between intensity and fun",Fragrance
Estiara Mystic Water Intense EDT Perfume for Men 100 ml,Fragrance
Fragrance Sport - Offensif Soccer Eau De Toilette Spray - 3.3 oz,Fragrance
The Pure Fragrance With long lasting Aroma,Fragrance
"Parag Fragrances Amber & Khus Eau De Perfume is Long Lasting Perfume By Parag Fragrance Which Are Really Stay Long Last on Clothes. All Notes Are This Perfume is Superb. The head notes form a person's first impression of a perfume. They are fresh and light and represent the story of the fragrance. Their function is to attract, but also to smoothly transit into the heart notes. The foundation of any fragrance lies in its heart notes, they make an appearance once the head notes evaporate. They last longer than the head notes and have a strong influence on the base notes to come. The base notes are the strongest and most robust part of the fragrance, adding to the depth, complexity and long-lasting effect of the fragrance. They mingle with the heart notes to create the full body of the fragrance.",Fragrance
"Item type: refillable bottles, brand name: surbyr, size: 2ml 5ml 10ml, model number: pbg-r34, is_customed: yes, color: as the picture, cap material: aluminum, bottle material: glass, use: refillable for essential oils, size: 16*38mm/16*56mm /16*88mm, unit type: lot (100 pieces/lot), package weight: , package size:",Fragrance
A masculine essence of rare black tea. Arrived in Summer 2009.,Fragrance
"Size:Pack Of 5 When You Don’T Want To Wear The Fragrance Of Your Antiperspirant Deodorant, Sure Unscented Original Solid Gives You All The Protection That You Need Without Any Overpowering Scent",Fragrance
"Fragrance evokes memory. Fragrance is a reminder of that first rain, those chilly nights, few moments of ecstasy spent with your loved ones and those refreshing floral aroma. Fragrances are a figment of our imagination and inspire us to imagine. We are the Attar with a difference. With a nose for the best aromas, we do not only smell. We blend.",Fragrance
Perfume Studio Premium IMPRESSION Perfume Oil with SIMILAR Fragrance Accords to CREED BOIS_DU_PORTUGAL; 100% Pure No Alcohol Perfume Oil VERSION/TYPE; Not Original Brand; 10ML Roll On,Fragrance
AVON Perfect Eyebrow Kit AUBURN T101,Fragrance
"Ralph Lauren Polo Red Intense By Ralph Lauren for Men Eau De Parfum Spray 2.5 Oz, 2.5 Fluid Ounce",Fragrance
3.3 fl. oz. / 100 ml. in classic bottle,Fragrance
"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",Fragrance
"A Non- Alcoholic Attar Concentrated Perfume Oil from The House Of EXOTIX FRAGRANCE and its suitable for Both Men & Women, This Heavy & in clear color Fine Grained and it retain its fragrance for a long time, A Premium and Long Lasting Attar,suitable for all ages and from all purposes. The perfect Combo of Perfume and packing in our Product . Like Music, It has an accord of deep base notes, middle notes which are its heart and top note accents which capture us and drawn us in.",Fragrance
This High Quality Perfume Specially Made From Natural Essential Oils For Providing Natural Real Aroma of Real Extract.This Perfume Also Very Long Lasting And Last Up To 20 Hours In Clothes. Parag Fragrances Flowers And Woods Juice Collection Perfume Series Is One of The Best Natural Perfume Series In India.,Fragrance
It hinders odour-causing enzymes by managing the ph level of your skin. The perfume has wonderful moisturizing formula that leaves your underarms perfectly soft.,Fragrance
"Launched By The Design House Of Bebe In The Year 2013. This Floral Fruity Fragrance Has A Blend Of Tangerine, Anjou Pear, Pink Jasmine, Spicy Orchid, Magnolia Blossom, Sandalwood, Amber Wood, And Musk Notes. Fragrance Note: Spicytype: Spicylaunch Year: 2013Perfume Type: Edp Eau De Parfumsize: 3.1 - 4 Oz. We Cannot Accept Returns On This Product",Fragrance
"There's a sense of thrill when you walk into a room looking as fresh as you smell, while everyone and everything around you seems to be feeling the pressure of the sun's heat. Ossum perfumes and body mists have distinct scents. A drop or two of these mists is enough to wake up your senses.",Fragrance
Here is a combination of best of both the worlds. A fragrance which gets you noticed and gives you a unique identity. With freshness which lasts up to 12 hours!,Fragrance
Innovative - will enhance your well being,Fragrance
"Tous In Heaven Eau De Toilette Spray for Men by Tous, 1.7 Ounce",Fragrance
Creamy saffron notes blended with a heart of bergamot and a base of musk. Sure to turn some heads around.,Fragrance
"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",Fragrance
"Ice dive: the true sport brand for men and women, offering the best and most complete personal care line to be at your best 24 hours and 365 days in any situation. Whether you like, love or live sports, Adidas body care unlocks your full potential. Get ready. Created to convey the unique sense of freedom, Adidas ice dive is an ozonic, refreshing eau de toilette that captures the uplifting sensations of extreme sports like surfing, snowboarding or rollerblading. This energizing and vibrant scent opens with refreshing notes of mint leaves combined with the elegant lavender and sparkling bergamot. Dynamic pulse: the true sport brand for men and women, offering the best and most complete personal care line to be at your best 24 hours and 365 days in any situation. Whether you like, love or live sports, Adidas body care unlocks your full potential. Get ready. Inspired by the sensations felt during an intense sport sessions, Adidas dynamic pulse recalls the heat that invades the body during exercise and the pounding surge of the heart in the ears.",Fragrance
Indra Sugandh Pure And Natural Attar Pushpraj Fresh Flowers Fragrance Attar For Men And Women 24 Hours Long Lasting Fragrance,Fragrance
"Size:3.4 Oz Maja By Myrurgia Is A Oriental Spicy Fragrance For Women. Maja Was Launched In 1921. The Fragrance Features Nutmeg, Carnation, Patchouli, Cloves, Vetiver, Rose, Geranium, Citruses And Lavender. This Product Is Manufactured In Spain",Fragrance
With 4-in-1 Shower Clean freshness! - Provides underarm protection - Instant cooling effect with menthol - Dry & odor-free - Helps stop sweat Floral fruity scent,Fragrance
"BelleGirl brings to you one of the most sought after collection of perfume from world famous brand. The product is 100% original and of highest quality possible. This fragrance is set to compliment your style and will make heads turn when you step out wearing it. Manufactured by leading perfume brand, this fragrance is bound to get you compliments. You can buy this for not only yourself but also for your friends, family & relatives as this product appeals to all age groups. So go ahead and grab the one which suits you! Long lasting Light flavored perfume 7 to 8 hours. It is Very popular among younger hearts for the classic, elegant and timeless appeal of these exquisite fragrances. This product is a stand out fragrance because of its fragrance that will make your partner fall fiercely in love with you.",Fragrance
"A fragrance that shall imprison you and shall captivate your senses too, is characterized as a natural and non-alcoholic. It's a fragrance for the one up personality in you.",Fragrance
"BelleGirl brings to you one of the most sought after collection of perfume from world famous brand. The product is 100% original and of highest quality possible. This fragrance is set to compliment your style and will make heads turn when you step out wearing it. Manufactured by leading perfume brand, this fragrance is bound to get you compliments. You can buy this for not only yourself but also for your friends, family & relatives as this product appeals to all age groups. So go ahead and grab the one which suits you! Long lasting Light flavored perfume 7 to 8 hours. It is Very popular among younger hearts for the classic, elegant and timeless appeal of these exquisite fragrances. This product is a stand out fragrance because of its fragrance that will make your partner fall fiercely in love with you.",Fragrance
Premium Quality.. Free From Alcohol.. Mesmerizing Fragrance.. Beautiful Packing.. QUICK DELIVERY..,Fragrance
"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",Fragrance
Reduces Underarm Wetness. Strong Formula Provides Long Lasting Protection Against Wetness And Odor.Active Ingredients: Aluminum Chlorohydrate 10% (Anhydrous),Fragrance
"Size:Pack Of 7 For The Most Up To Date Information, We Recommend You Visit The Manufacturer Website For The Best Product Details, Including Ingredients, Hazards, Directions And Warnings. This Product Offering Is For 7 Retail Package",Fragrance
"A Non- Alcoholic Attar Concentrated Perfume Oil from The House Of EXOTIX FRAGRANCE and its suitable for Both Men & Women, This Heavy & in clear color Fine Grained and it retain its fragrance for a long time, A Premium and Long Lasting Attar,suitable for all ages and from all purposes.",Fragrance
"Size:Pack of 4 Dove Men + Care Antiperspirant & Deodorant, Cool Silver 2.70 oz (Pack of 4)",Fragrance
"Bakul Attar is derived from bakula, which is India's most sacred and beautiful flowering tree. Filling the air with an intoxicating aroma, the perfume of bakul flowers lasts and is symbolic for lasting love and devotion. Prepared from absolutes obtained from star-shaped Bakul flowers, the Attar is also among the most preferred due to its soft & floral fragrance. Truly a fragrance for your soul!",Fragrance
Fresh fragrances which defines your personality and gives you a unique identity. With freshness which lasts up to 12 hours!  Keeps body odor away  Long lasting fragrance  Skin Type: All Skin Types  Usage: Give it a good hard shake first to make sure all the ingredients are mixed together before you spray it.  Hold the can approximately 15 cm from your body or clothes as you spray it.  Occasion: Formal/Party wear,Fragrance
"This Perfume is Long Lasting Perfume By Parag Fragrance Which Are Really Stay Long Last on Clothes. All Notes Are This Perfume is Superb. The head notes form a person's first impression of a perfume. They are fresh and light and represent the story of the fragrance. Their function is to attract, but also to smoothly transit into the heart notes. The foundation of any fragrance lies in its heart notes, they make an appearance once the head notes evaporate. They last longer than the head notes and have a strong influence on the base notes to come. The base notes are the strongest and most robust part of the fragrance, adding to the depth, complexity and long-lasting effect of the fragrance. They mingle with the heart notes to create the full body of the fragrance.",Fragrance
A combination of best of both the worlds. Fresh fragrance which gives you a unique identity. With freshness which lasts up to 12 hours!,Fragrance
"Blue water attar perfume for men 6ml long lasting attar perfume for men, alcohol free perfume attar, fresh fragrance perfume attar.",Fragrance
"A Non- Alcoholic Attar Concentrated Perfume Oil from The House Of EXOTIX FRAGRANCE and its suitable for Both Men & Women, This Heavy & in clear color Fine Grained and it retain its fragrance for a long time, A Premium and Long Lasting Attar,suitable for all ages and from all purposes. The perfect Combo of Perfume and packing in our Product . Like Music, It has an accord of deep base notes, middle notes which are its heart and top note accents which capture us and drawn us in.",Fragrance
"A Non- Alcoholic Attar Concentrated Perfume Oil from The House Of EXOTIX FRAGRANCE and its suitable for Both Men & Women, This Heavy & in clear color Fine Grained and it retain its fragrance for a long time, A Premium and Long Lasting Attar,suitable for all ages and from all purposes. The perfect Combo of Perfume and packing in our Product . Like Music, It has an accord of deep base notes, middle notes which are its heart and top note accents which capture us and drawn us in.",Fragrance
"The fragrance was created as an aquatic blend which offers organic lemon and lavender in a top; which leads to a heart enriched with rose and jasmine; a base adds cedar, white amber and Australian sandalwood.",Fragrance
This Attar Made By Natural Extract Of Wood / Flower / Herbs / Grass Or Other Natural Extract Which Gives Wonderfull Aroma On Clothes And Body. All Parag Fragrances Attars Are 100% Alcohol Free And Best For Use On Body. Also This Attar Are Usefull For Worship And Religious Purpose. This Attar Is Specialy Made From Old Distilation Process For Giving Long Lasting Aroma. This Attar Is Also Available In 25Ml / 50Ml / 100Ml And 500Ml.,Fragrance
"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",Fragrance
"A fragrance that shall imprison you and shall captivate your senses too, is characterized as a natural spray. It's a fragrance for the one up personality in you.",Fragrance
"Top notes exalted floral freshness green mandarin, water jasmine, ginger blossom heart notes sublime skin loving wake salted vanilla, ambergris accord, cache mire wood base notes olfactory family oriental fresh creation dong, anne flip and dominique ropion.",Fragrance
"This aco black xces product comes with black colour. A. A. Attarwala & Co. Pvt. Ltd. is a world renowned name in the perfume industry. We have been manufacturing Spray Perfumes, Perfumes Oils, Scents, Body Sprays and Incense Sticks (Agarbattis) for the last 50 years. We are pioneers in spray perfumes in India and are the First company to launch spray perfumes in India.",Fragrance
"Green dew is a fruity floral scent .The perfume contains notes of Purple Passion Fruit, Shangri-La Peony and Vanilla Orchid that combine to give you a fragrance which is the perfect blend of flowers and fruits. Pure essentials is a range of designer fragrances prepared by reviving the traditional ittar technique . These Fragrances are prepared according to the Indian Climate , which helps the fragrance to last for more than 8 hours . A perfect combination of East meets west as the traditional ittar technique is revived for the modern world.",Fragrance
"Discreet love-notes. Raised eyebrows. Heads turn. Admiring gazes. And a man who triggers a rush of longing in every woman he meets. Fan the flames of desire with the woody and masculine fragrance of Rush! Kamasutra Spark Deodorant Spray - For Men (150ml). Hot New Flame, Burning Passion, Sizzling Chemistry, Hearts On Fire, Pulses Set Alight & A Man Who Blazes A Trail Where Women Follow. Just Some Of The Benefits Of The Spicy And Sizzling Fragrance Of Spark!",Fragrance
"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",Fragrance
"A provocative woody spicy masculine scent opens with fresh fruity notes of lemon, apple and blackcurrant leading to its opulent floral heart of rose and jasmine spiced up with birch to add a smoky leather nuance. The base includes vanilla, ambergris, musk and patchouli.",Fragrance
Killer presents en-gry deodorant for men and women. The original fresh feeling who want it with a scent. It is a long lasting fragrance deo.,Fragrance
"Suave Powder Antiperspirant Deodorant Stick, 2.6 oz, Twin Pack",Fragrance
"A Non- Alcoholic Attar Concentrated Perfume Oil from The House Of EXOTIX FRAGRANCE and its suitable for Both Men & Women, This Heavy & in clear color Fine Grained and it retain its fragrance for a long time, A Premium and Long Lasting Attar,suitable for all ages and from all purposes. The perfect Combo of Perfume and packing in our Product . Like Music, It has an accord of deep base notes, middle notes which are its heart and top note accents which capture us and drawn us in.",Fragrance
"Aro Romance A scent of romantic love and intimate moments full of joy and happiness, with an endlessly positive aura. The pellucid flower of water lily, lily and romantic white violet give this perfume its silent grace and the spicy notes of carnation and ginger refresh. Patchouli, oak moss and white musk finish the composition gently. Top Notes:Rose, Freesia, Ginger, Citrus Oil. Heart Notes:Carnation, Lily, Lotus, White Violet. Base Notes:Patchouli, Oakmoss, White Musks.",Fragrance
"Size:Pack Of 7 For The Most Up To Date Information, We Recommend You Visit The Manufacturer Website For The Best Product Details, Including Ingredients, Hazards, Directions And Warnings. This Product Offering Is For 7 Retail Package",Fragrance
Perfume Offers A Unique International Fragrance That Is Perfect For Both Men And Women. Our Product Fragrance lasts for more then 5 hrs. We compete all international brands.,Fragrance
"The strong and invigorating notes of amber intertwined with mandarin, with a hint of woody and musky tones will take you to places. I t is for an explorer in you for whom life is a constant voyage.",Fragrance
Vera Wang by Vera Wang Eau De Toilette Spray 3.4 oz for Men - 100% Authentic,Fragrance
This product is made of high quality material.,Fragrance
Ban R/O Unscented R Size 1.5z Ban Unscented Roll On Deodorant,Fragrance
"Size:Pack of 3 Prescription-strength wetness protection! Did you know heat, activity, and stress can all cause you to sweat, and that stress sweat smells WORSE than other kinds of sweat Stress sweat comes from a different glandâ€”causing more bacteria and more odor. Secret Clinical Strength Advanced Solid gives you 4X protection from stress sweat. It absorbs odor while releasing scent, to keep you smelling clean and feeling dry. Plus, it's doctor recommended, and was the #1 awarded antiperspirant/deodorant among beauty magazines. Enjoy all-day coverage with Secret Clinical Strength antiperspirant/deodorantâ€”incredible protection, no matter what the day may bring",Fragrance
Fragrance Classification: Eau de Parfum Quantity: 50 ml Ideal For: Men & Women,Fragrance
"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",Fragrance
"A fresh and blooming interpretation of lady emblem‘s rose signature scent “the sparkling notes of green mandarin, violet leaves and fruity-aquatic accents of white peach and luscious litchi mingle. At the scent's heart, a bouquet of roses, magnifies the magnolia's airy and fluid floralness. At its base, a blend of white cedarwood, benzoin and precious musks. The emblem of a fine and sparkling woman.”",Fragrance
"Intrusion by Oscar de la Renta for Women Set: Buy Oscar de la Renta Gift Sets - Oscar de la Renta's Intrusion is a sensual and feminine fragrance. The head notes are vibrant: Sicilian bergamot, neroli and star anise. The heart notes are a white floral bouquet: lily, peony, jasmine and gardenia. Base notes are sensual: patchouli, vetiver, musk and amber.;Item Condition: 100% authentic, new and unused. Intrusion by Oscar de la Renta for Women 2 Piece Set Includes: 3.4 oz Eau de Parfum Spray + 6.7 oz Body Lotion.;Type: Eau De Parfum,Eau De Toilette,Lotion",Fragrance
The Pure Fragrance With long lasting Aroma,Fragrance
Terre d’hermese By Scent Souls is a metaphor for materials a matrix that speaks of territory as well as matter earth and roots.this vertically structured scent is based on an alchemy of wood the scent first introduces the gaity of orange the bitterness of grapefruit and the vivacity of pepper and of fresh spices. this “vegetality” flirts with the mineral effect of flint and the coarseness of vetiver. dominated by cedar the fragrance goes deeper with the sweetness of resins and the impalpable voluptuousness of benzoin.,Fragrance
"Myrurgia Yacht Man Metal Gift Set for Men (Eau de Toilette, Shower Gel, After Shave Balm)",Fragrance
"With experience in the beauty industry for about 125 years, Avon is a beauty giant that has understood that successful selling is about connecting with people. With more than 6.5 million representatives in over a 100 countries, it has emerged as the Number 1 Beauty Direct Seller in the World. Its varied array of beauty products that is trusted for quality has won it $10 billion in annual revenue globally.",Fragrance
Armaf SV-BOX-M-ITALIANOUOMO3.4 Eau-De-Toilettes Spray,Fragrance
This High Quality Perfume Specially Made From Natural Essential Oils For Providing Natural Real Aroma of Real Extract.This Perfume Also Very Long Lasting And Last Up To 20 Hours In Clothes. Parag Fragrances Flowers And Woods Juice Collection Perfume Series Is One of The Best Natural Perfume Series In India.,Fragrance
"Jain's is one of the leading brand in India since 1979 for their unique range of premium world quality Perfumes, Attar, Room Spray, Essential & Natural Oils, Aroma Oils, Oil Diffuser and many more other items. Jain's Musk is very amazing ""Fresh White Musk"" that's last long and gives very refreshing feeling full day.",Fragrance
"A fresh modern masculine scent. Optimistic Men is created for the urban traveler who sees the city as his life source. Designed to revive your creative energy the fragrance is inspired by the energy of the four elements. The fragrance opens with fresh grapefruit and a marine accord that lead to the heart of aromatic bay leaf and hedione jasmine and a woody base of guaiac wood, patchouli, oak moss and ambergris. A top class fragrance for daily wear.",Fragrance
"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",Fragrance
Effectively And Safely Eliminates Room Odors. Available Unscented Or With A Pleasant Apple Scent. Pump Spray,Fragrance
"Inspired by memories of her mother’s perfumes, Sarah Jessica Parker developed a love for fragrance at an early age. lovely, Sarah Jessica Parker’s first creation, pays homage to her mother and the art of perfumery. Classic charm comes together with modern glamour in this silky white amber fragrance.",Fragrance
"A Non- Alcoholic Attar Concentrated Perfume Oil from The House Of EXOTIX FRAGRANCE and its suitable for Both Men & Women, This Heavy & in clear color Fine Grained and it retain its fragrance for a long time, A Premium and Long Lasting Attar,suitable for all ages and from all purposes. The perfect Combo of Perfume and packing in our Product . Like Music, It has an accord of deep base notes, middle notes which are its heart and top note accents which capture us and drawn us in.",Fragrance
"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",Fragrance
Viktor & Rolf Flowerbomb Eau De Parfum Travel Spray Pen,Fragrance
"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",Fragrance
Gold Bond Friction Defense Stick Unscented 1.75 oz ( Pack of 4),Fragrance
Natural real perfume for men which has a long durable fragrance.,Fragrance
"Parag fragrances 12ml attar with ( precious welwet handcrafted box ) Contant High Class Attar Which are 100% free from alcohol and undiluted attar. This attar are safe to use skin but we are prefer to use clother only. This attar gives natural, long lasting and real aroma of item (Name of Attar). Always see parag fragrances original hologram before use this attar. This Attar also available in 25ml/50ml/100ml/200ml/500ml.",Fragrance
"1. Fetch compliments from everyone around by using these Fogg Edp 90 ml Perfume and Fresh Deo 120 ml for Men from the house of Fogg. 2. Wear these deodorants all day long to have a fine confidence and fetch compliments for your choice of deodorants. 3. They are made with premium quality ingredients that will keep you smelling good for a long time. 4. A sensual and masculine fragrance, with an intensity and character that will reflect your mysterious self. 5. These deodorants are scented with a fresh fragrance that will boost a man's self appeal instantly, leaving him feeling confident all throughout the day. 6. A perfect addition to your vanity kit will be these deodorants.",Fragrance
"From pure and fresh to naughty and Musky, WARD spray runs the gamut of the Floral spectrum; without ever coming off overpowering and are enjoyed by both gender.",Fragrance
"Roberto Cavalli Gemma di Paradiso treads further into the garden, exploring a new facet of Paradiso captivating universe. The gems of paradise represent its most exclusive and sophisticated dimension. The luminescent green depths of these precious stones perfectly symbolize the fragrance’s power of fascination. Roberto Cavalli Gemma di Paradiso is a luxurious dream, a floral oriental ambery fragrance that perfectly conveys the radiance of the precious stone.",Fragrance
Fuegos pocket perfume is a art in the form of scent. No Gas perfume pocket seized and easy to carry. Just 3-4 sprays keeps you smelling fresh for a day. Strong and long lasting. Fresh Fragrances keeps your body odour away.,Fragrance
A VERY BEAUTIFUL PACK OF FRENCH PERFUME ( 100% ALCOHOL FREE ) LONG LASTING FRENCH AROMA MAKES REAL FRAGRANCE NOTE OF OGIGINAL PERFUMES.,Fragrance
Royal Copenhagen Musk By Royal Copenhagen For Men. Cologne Spray 3.3 Oz.,Fragrance
"Secret Scent Tag Him Perfume Roll on is a long lasting fragrance perfume for men and women, its contain 0% alcohol for giving long lasting fragrance and this perfume is undiluted and natural. All perfume oils are 99.9% same with real addition and giving same fragrance on clothes.",Fragrance
"United Colors of Benetton Cold Eau De Toilette Spray for Men, 3.3 Ounce",Fragrance
"Windsong's Perfumes presents Trendy Spray 'Perfume with A Fragrance for The Confident Men/Woman Of Today.The product is 100% original and of highest quality possible. This fragrance is set to compliment your style and will make heads turn when you step out wearing it. Manufactured by leading perfume brand, this fragrance is bound to get you compliments. You can buy this for not only yourself but also for your friends, family & relatives as this product appeals to all age groups. So go ahead and grab the one which suits you! Long lasting Light flavored perfume . It is Very popular among younger hearts for the classic, elegant and timeless appeal of these exquisite fragrances. This product is a stand out fragrance because of its fragrance that will make your partner fall fiercely in love with you.",Fragrance
"4711 Acqua Colonia Mandarine and Cardamom Eau de Cologne Spray, 5.7 Ounce",Fragrance
"Parag fragrances 12ml attar with ( precious welwet handcrafted box ) Contant High Class Attar Which are 100% free from alcohol and undiluted attar. This attar are safe to use skin but we are prefer to use clother only. This attar gives natural, long lasting and real aroma of item (Name of Attar). Always see parag fragrances original hologram before use this attar. This Attar also available in 25ml/50ml/100ml/200ml/500ml.",Fragrance
"Parag Fragrances Australian Sandalwood Eau De Perfume is Long Lasting Perfume By Parag Fragrance Which Are Really Stay Long Last on Clothes. All Notes Are This Perfume is Superb. The head notes form a person's first impression of a perfume. They are fresh and light and represent the story of the fragrance. Their function is to attract, but also to smoothly transit into the heart notes. The foundation of any fragrance lies in its heart notes, they make an appearance once the head notes evaporate. They last longer than the head notes and have a strong influence on the base notes to come. The base notes are the strongest and most robust part of the fragrance, adding to the depth, complexity and long-lasting effect of the fragrance. They mingle with the heart notes to create the full body of the fragrance.",Fragrance
"Tommy Bahama Island Life for Him Deodorant, 2.5 oz.",Fragrance
"Parag Fragrances Black Leather Eau De Perfume is Long Lasting Perfume By Parag Fragrance Which Are Really Stay Long Last on Clothes. All Notes Are This Perfume is Superb. The head notes form a person's first impression of a perfume. They are fresh and light and represent the story of the fragrance. Their function is to attract, but also to smoothly transit into the heart notes. The foundation of any fragrance lies in its heart notes, they make an appearance once the head notes evaporate. They last longer than the head notes and have a strong influence on the base notes to come. The base notes are the strongest and most robust part of the fragrance, adding to the depth, complexity and long-lasting effect of the fragrance. They mingle with the heart notes to create the full body of the fragrance.",Fragrance
ROSE NOIRE by Giorgio Valenti Mini EDT .17 oz for Men,Fragrance
Auric Blends - Temple Essence Perfume Solid Egyptian Goddess- 1/5 oz,Fragrance
"Cuba Grey Men Eau-De-Toilette Spray by Cuba, 1.17 Ounce",Fragrance
"Say Yes To Beautiful. Anti-Perspirant, Deodorant Unilever Active Ingredients: Aluminum Zirconium Tetrachlorohydrex Gly (17.8%) Apply To Underarms Only. Turn Dial To Raise Product. Apply A Thin Layer To Underarms. Replace Cap. To Ensure Product Appears Clear On Skin, Do Not Overapply. Inactive Ingredients: Cyclopentasiloxane; Ppg-14 Butyl Ether; Stearyl Alcohol; Hydrogenated Castor Oil; Peg-8 Distearate; Talc; Fragrance (Parfum); Tocopheryl Acetate (Vitamin E Acetate); Sodium Bicarbonate; Vegetable Oil (Olus); Glyceryl Oleate; Propylene Glycol; Bht; T-Butyl Hydroquinone; Citric Acid Uses: Reduces Underarm Wetness. Suave Works As Well As More Expensive Brands For Less. For External Use Only. Do Not Use On Broken Skin. Stop Use If Rash Or Irritation Develops. Keep Out Of Reach Of Children. If Swallowed, Get Medical Help Or Contact A Poison Control Center Right Away",Fragrance
Secret Scent Expressions Clear Gel Antiperspirant & Deodorant Truth or Pear Scent 2.7 Oz (Pack of 2),Fragrance
"Michael Kors Very Hollywood Sparkling Eau de Toilette Spray, 1 oz",Fragrance
"Degree Men Cool Rush Helps Keep You Fresh And Dry, No Matter What. A Mens Antiperspirant That Offers 48 Hour Original Protection With An Energizing Burst Of Crisp, Green Arctic Freshness. Whether Youre Having A Long Day In The Office, Playing Sport Outdoors Or Working Out In The Gym You Can Be Confident Youll Be Protected From Sweat And Body Odor. Designed By Experts To Be Activated By Your Body Heat, Degree Cool Rush Is A Mens Antiperspirant Deodorant Stick That Works As Hard As You Do, Keeping You Dry When You Need It Most. As Well As Being Highly Effective, Degree Cool Rush Has An Energizing, Crisp Scent That Will Keep You Fresh All Day. Keep Comfortable And Confident Thanks To Degree Cool Rushs Long-Lasting Formula That Is Tough On Sweat But Not On Skin. It Comes In An Easy-To-Use Applicator Stick - You Simply Turn The Dial To Raise The Stick, Apply A Thin Layer To Your Underarms And Youre Ready For Anything. Stay Dry, Cool And Confident Thanks To Degree Men Cool Rush. A Mens Antip",Fragrance
"Parag Fragrances 25ml Attar Rajnigandha (With Empty Roll-on Fancy Bottel) Real, Natural & Long Lasting Attar For Men & Women or Religious Use Attar",Fragrance
ARMAF HUNTER 3.4 EAU DE PARFUM SPRAY FOR WOMEN,Fragrance
